createdAt,updatedAt,barcode,qrCode,product_id
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,5784719087687,https://cdn.dummyjson.com/public/qr-code.png,1
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,9170275171413,https://cdn.dummyjson.com/public/qr-code.png,2
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,8418883906837,https://cdn.dummyjson.com/public/qr-code.png,3
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,9467746727219,https://cdn.dummyjson.com/public/qr-code.png,4
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,4063010628104,https://cdn.dummyjson.com/public/qr-code.png,5
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,2451534060749,https://cdn.dummyjson.com/public/qr-code.png,6
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,4091737746820,https://cdn.dummyjson.com/public/qr-code.png,7
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,1445086097250,https://cdn.dummyjson.com/public/qr-code.png,8
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,3023868210708,https://cdn.dummyjson.com/public/qr-code.png,9
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,3170832177880,https://cdn.dummyjson.com/public/qr-code.png,10
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,3610757456581,https://cdn.dummyjson.com/public/qr-code.png,11
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,1777662847736,https://cdn.dummyjson.com/public/qr-code.png,12
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,6441287925979,https://cdn.dummyjson.com/public/qr-code.png,13
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,8919386859966,https://cdn.dummyjson.com/public/qr-code.png,14
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,1958104402873,https://cdn.dummyjson.com/public/qr-code.png,15
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,7962803553314,https://cdn.dummyjson.com/public/qr-code.png,16
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,5640063409695,https://cdn.dummyjson.com/public/qr-code.png,17
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,1483991328610,https://cdn.dummyjson.com/public/qr-code.png,18
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,8829514594521,https://cdn.dummyjson.com/public/qr-code.png,19
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,4874727824518,https://cdn.dummyjson.com/public/qr-code.png,20
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,5300066378225,https://cdn.dummyjson.com/public/qr-code.png,21
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,5906686116469,https://cdn.dummyjson.com/public/qr-code.png,22
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,3478638588469,https://cdn.dummyjson.com/public/qr-code.png,23
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,9595036192098,https://cdn.dummyjson.com/public/qr-code.png,24
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,2365227493323,https://cdn.dummyjson.com/public/qr-code.png,25
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,9335000538563,https://cdn.dummyjson.com/public/qr-code.png,26
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,6354306346329,https://cdn.dummyjson.com/public/qr-code.png,27
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,0788954559076,https://cdn.dummyjson.com/public/qr-code.png,28
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,6936112580956,https://cdn.dummyjson.com/public/qr-code.png,29
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,2530169917252,https://cdn.dummyjson.com/public/qr-code.png,30
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,4871812433378,https://cdn.dummyjson.com/public/qr-code.png,31
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,9835034508303,https://cdn.dummyjson.com/public/qr-code.png,32
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,2206629068605,https://cdn.dummyjson.com/public/qr-code.png,33
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,8572637994159,https://cdn.dummyjson.com/public/qr-code.png,34
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,3590399655074,https://cdn.dummyjson.com/public/qr-code.png,35
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,0435397154434,https://cdn.dummyjson.com/public/qr-code.png,36
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,4716374115631,https://cdn.dummyjson.com/public/qr-code.png,37
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,7339757397015,https://cdn.dummyjson.com/public/qr-code.png,38
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,2991169581178,https://cdn.dummyjson.com/public/qr-code.png,39
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,0792647462295,https://cdn.dummyjson.com/public/qr-code.png,40
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,9446468291745,https://cdn.dummyjson.com/public/qr-code.png,41
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,2409829645213,https://cdn.dummyjson.com/public/qr-code.png,42
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,9646971048759,https://cdn.dummyjson.com/public/qr-code.png,43
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,5398738320864,https://cdn.dummyjson.com/public/qr-code.png,44
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,8433795204995,https://cdn.dummyjson.com/public/qr-code.png,45
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,8477070578398,https://cdn.dummyjson.com/public/qr-code.png,46
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,8806138916048,https://cdn.dummyjson.com/public/qr-code.png,47
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,3988181417733,https://cdn.dummyjson.com/public/qr-code.png,48
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,5606164195748,https://cdn.dummyjson.com/public/qr-code.png,49
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,3112495795209,https://cdn.dummyjson.com/public/qr-code.png,50
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,4823087836817,https://cdn.dummyjson.com/public/qr-code.png,51
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,1810862118199,https://cdn.dummyjson.com/public/qr-code.png,52
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,0085585730728,https://cdn.dummyjson.com/public/qr-code.png,53
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,2231952604189,https://cdn.dummyjson.com/public/qr-code.png,54
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,6456249953517,https://cdn.dummyjson.com/public/qr-code.png,55
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,7534096777716,https://cdn.dummyjson.com/public/qr-code.png,56
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,8181672477425,https://cdn.dummyjson.com/public/qr-code.png,57
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,2851192866410,https://cdn.dummyjson.com/public/qr-code.png,58
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,4900880403720,https://cdn.dummyjson.com/public/qr-code.png,59
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,2542647841284,https://cdn.dummyjson.com/public/qr-code.png,60
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,1980575898457,https://cdn.dummyjson.com/public/qr-code.png,61
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,9123541111825,https://cdn.dummyjson.com/public/qr-code.png,62
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,7119606190291,https://cdn.dummyjson.com/public/qr-code.png,63
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,2258278927819,https://cdn.dummyjson.com/public/qr-code.png,64
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,3287134465440,https://cdn.dummyjson.com/public/qr-code.png,65
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,7578271198951,https://cdn.dummyjson.com/public/qr-code.png,66
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,4136081478055,https://cdn.dummyjson.com/public/qr-code.png,67
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,5159803862015,https://cdn.dummyjson.com/public/qr-code.png,68
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,8084753475328,https://cdn.dummyjson.com/public/qr-code.png,69
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,1919888449594,https://cdn.dummyjson.com/public/qr-code.png,70
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,9757232943842,https://cdn.dummyjson.com/public/qr-code.png,71
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,4396291569672,https://cdn.dummyjson.com/public/qr-code.png,72
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,6149284465708,https://cdn.dummyjson.com/public/qr-code.png,73
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,7769627934740,https://cdn.dummyjson.com/public/qr-code.png,74
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,5239514403214,https://cdn.dummyjson.com/public/qr-code.png,75
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,6934305212813,https://cdn.dummyjson.com/public/qr-code.png,76
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,8946155386929,https://cdn.dummyjson.com/public/qr-code.png,77
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,5275211560367,https://cdn.dummyjson.com/public/qr-code.png,78
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,7392988535158,https://cdn.dummyjson.com/public/qr-code.png,79
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,0592296671061,https://cdn.dummyjson.com/public/qr-code.png,80
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,5506742916764,https://cdn.dummyjson.com/public/qr-code.png,81
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,5963805976904,https://cdn.dummyjson.com/public/qr-code.png,82
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,7148674604957,https://cdn.dummyjson.com/public/qr-code.png,83
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,1654388837068,https://cdn.dummyjson.com/public/qr-code.png,84
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,2821496314023,https://cdn.dummyjson.com/public/qr-code.png,85
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,9995865660204,https://cdn.dummyjson.com/public/qr-code.png,86
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,9680331363394,https://cdn.dummyjson.com/public/qr-code.png,87
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,7631625812393,https://cdn.dummyjson.com/public/qr-code.png,88
2025-04-30T09:41:02.053Z,2025-04-30T09:41:02.053Z,2449851358796,https://cdn.dummyjson.com/public/qr-code.png,89
