user_id,latitude,longitude
1,71.814525,-161.150263
2,79.098326,-119.624845
3,20.086743,-34.577107
4,54.91193,-79.498328
5,44.346545,-26.944701
6,74.986644,-132.916888
7,-75.462366,-128.025697
8,87.970083,-42.769351
9,-67.45208,-23.209886
10,-25.843393,-62.692681
11,-81.841588,31.79423
12,85.455933,164.246103
13,19.490447,-13.173207
14,-18.371256,22.566258
15,24.169361,-29.395167
16,-53.318189,105.835271
17,29.034592,-78.004598
18,-24.654063,-147.255268
19,25.672938,-76.54967
20,-80.416937,-83.224516
21,1.629613,23.232982
22,61.279254,-12.607767
23,40.098115,-1.762972
24,75.982676,164.459743
25,-15.423746,149.298887
26,26.014021,40.572436
27,21.323588,-83.531427
28,72.231441,-158.147245
29,-59.936335,-12.405368
30,65.324413,87.142893
31,9.880888,123.403919
32,60.587133,14.884213
33,71.127142,174.470146
34,8.578595,-31.731083
35,15.938706,70.153019
36,15.465539,-76.452876
37,-31.021039,-102.785277
38,-1.902962,15.129767
39,-86.557025,-154.751446
40,-83.225804,127.981653
41,-55.627873,-146.083081
42,-5.788002,88.846665
43,80.111181,-125.230725
44,83.572349,-108.398653
45,52.096422,178.506028
46,-69.657286,97.241416
47,-7.502715,-139.88832
48,-49.230074,103.094302
49,34.894275,74.192722
50,-26.748208,-12.086179
51,-49.858979,-21.940443
52,-40.306805,-93.291672
53,60.684421,-164.248969
54,-56.564069,-134.42879
55,-0.673163,3.835418
56,-79.628771,-130.055293
57,-62.442839,-97.115445
58,-69.164818,-85.578158
59,45.367618,-147.524292
60,-17.662779,165.102747
61,21.796335,103.789754
62,-4.613265,-130.595386
63,-3.219099,176.364771
64,-50.315111,105.23408
65,-44.050336,142.403269
66,46.824227,-51.392185
67,43.683155,-11.317141
68,-84.060906,-59.92069
69,-1.251871,38.186984
70,-32.970666,111.725715
71,16.782207,51.114636
72,40.651505,-5.717716
73,-76.948416,-91.436585
74,-68.641974,-147.141407
75,-69.994113,-32.718397
76,12.345847,90.721037
77,17.128563,136.533697
78,-3.475554,-138.094068
79,54.214373,24.417613
80,-55.152851,-42.985461
81,-47.033335,-68.205081
82,43.175263,-169.602231
83,61.755934,-149.215844
84,-53.992111,-32.617357
85,36.125774,-155.114211
86,50.468149,109.748881
87,-66.563922,158.379537
88,35.508597,12.058887
89,46.067968,119.054054
90,20.301695,-142.998013
91,18.856177,36.280746
92,-46.202815,163.840848
93,79.606845,-62.456495
94,-8.372312,6.099603
95,-18.555482,82.135991
96,89.270633,-72.618747
97,28.080301,-6.017825
98,76.372465,24.919329
99,-47.007951,86.840506
100,50.55153,39.433391
101,25.070859,15.203994
102,63.930802,88.782366
103,-83.995771,127.669213
104,-74.566078,-90.962102
105,-78.519188,-144.614396
106,-40.116594,159.143708
107,74.988123,14.189715
108,-39.824538,-120.251854
109,60.032851,-96.007281
110,-78.50925,49.895075
111,-14.542749,85.962775
112,25.794587,101.693435
113,-42.444117,-7.268717
114,-22.186816,-46.552856
115,-17.546685,-135.877971
116,67.409397,50.598541
117,-19.615702,42.511462
118,-42.1999,54.195477
119,39.59137,84.33919
120,83.340801,-73.309088
121,18.943383,-136.717336
122,83.657797,66.394967
123,72.267762,-153.857502
124,-9.449962,124.358321
125,-58.524623,-141.304585
126,12.328584,-21.451353
127,0.729914,-53.943078
128,28.762353,37.843557
129,-47.997356,46.437749
130,54.319706,-18.621134
131,-67.250988,158.241684
132,-78.537095,-126.876948
133,8.564501,-33.722386
134,34.351063,4.958252
135,69.208929,-159.871286
136,-33.940327,-144.800578
137,-6.399939,14.183192
138,32.560985,97.119517
139,10.405989,178.335869
140,-87.103718,138.965
141,65.558764,178.804291
142,-5.555558,-6.162671
143,-80.746833,-107.536493
144,-35.070449,-76.590629
145,32.293798,-24.546543
146,4.083053,61.424692
147,9.204767,-80.70479
148,-19.046529,48.682257
149,-31.824902,-24.157443
150,-53.214642,13.81774
151,55.767346,-60.983019
152,34.916409,8.343286
153,-11.319965,94.950605
154,-85.125831,-13.461397
155,-32.86718,-126.113179
156,53.726642,102.912699
157,-31.851481,-63.253251
158,85.690418,-48.156251
159,28.06488,2.339571
160,42.501107,113.606585
161,19.357037,11.867267
162,54.51531,-44.565183
163,-50.630118,117.893039
164,-5.900293,-10.987888
165,32.640655,-72.769384
166,59.040431,-134.144154
167,-36.131425,66.637379
168,-24.086456,76.666419
169,48.776759,145.174239
170,39.682564,7.735784
171,54.223798,12.40626
172,33.005004,125.026624
173,-29.790789,-43.572763
174,-11.73002,-151.173959
175,-84.077204,-79.218661
176,56.509799,-4.674365
177,6.085107,-113.724523
178,69.810818,1.825032
179,8.634547,64.721791
180,35.160252,-141.580146
181,82.491266,149.725205
182,26.317341,51.088113
183,-65.533177,-87.819631
184,21.125752,107.403669
185,19.662554,101.121585
186,57.993149,176.93498
187,0.442612,133.409766
188,51.558679,-85.819219
189,-47.271583,-97.771046
190,47.48554,27.785357
191,44.270204,74.844508
192,-49.906798,47.986782
193,-29.275345,119.974261
194,-25.508291,-151.605424
195,-18.399967,83.915438
196,-83.62518,77.531075
197,-1.396492,153.047008
198,18.93734,-67.453131
199,-63.449206,-140.747692
200,32.513584,-145.587193
201,65.213644,-23.939419
202,-63.352468,141.746198
203,-84.354097,-63.193683
204,18.569908,-50.33752
205,3.609112,-35.397672
206,1.356153,175.897893
207,2.230209,84.27201
208,-43.398744,-176.705236
